Name,Age,Gender,City,Food_Preference,Sleep_Schedule,Cleanliness_Level,Smoking_Drinking,Personality_Description,Ideal_Roommate,Summary
User9951,28,Male,Kolkata,Vegetarian,Early riser,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels",Enjoys shared meals and group chats,"Their hobbies/interests include: Reading, writing, watching movies, and cooking.

They are currently studying: Computer Science at a local university.

Their preferred roommate gender: No preference.

They are looking for a roommate in the Kolkata area who is friendly, respectful of personal space, and shares similar interests."
User4534,18,Male,Lucknow,Eggetarian,Night owl,Messy,Occasionally,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","🏡 Preferred location: Lucknow, near educational institutions.  
💰 Budget: Can afford up to INR 10,000 per month.  
📅 Move-in date: Flexible, preferably within the next 1-2 months.  
📞 Contact: user4534@email.com, +91 XXXXXXXXXX (WhatsApp available)"
User7939,24,Male,Ahmedabad,Eggetarian,Flexible,Very Clean,No,"Extroverted, loves socializing, watches late-night IPL",Enjoys shared meals and group chats,"🏠 Preferred Living Arrangement:  
User7939 is looking for a roommate who is friendly and enjoys socializing. They prefer a clean living environment and are open to shared meals and group chats. They would ideally like a roommate who respects their flexible sleep routine and late-night IPL watching habits."
User2294,26,Male,Bangalore,Eggetarian,Night owl,Moderately Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL",Enjoys shared meals and group chats,"🏠 Preferred Living Arrangement:  
User2294 is looking for a roommate who is friendly and enjoys socializing. They prefer someone who is open to shared meals and group chats. 

💼 Occupation:  
User2294 is a student, pursuing their studies in Bangalore. 

📅 Availability:  
User2294 is looking for a roommate as soon as possible. 

🔒 Roommate Preferences:  
- Age: No preference  
- Gender: No preference  
- Cleanliness: Moderately Clean  
- Diet: Eggetarian  
- Sleep routine: Night owl  

👫 Interests:  
User2294 enjoys socializing, watching late-night IPL matches, and occasional smoking and drinking. 

📍 Location Preference:  
Bangalore"
User8167,21,Male,Hyderabad,Vegetarian,Night owl,Very Clean,No,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket","They are currently pursuing a degree in Computer Science and enjoy spending their free time watching movies and keeping shared spaces tidy. They are looking for a roommate who is studious, respects personal space, and shares a love for cricket. They prefer a clean living environment and value a respectful and considerate roommate."
User1901,22,Other,Bangalore,Vegetarian,Early riser,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels","Clean and organized, no frequent guests","Their hobbies and interests include reading, writing, and listening to music. They are studying engineering and are focused on their academics. They are looking for a roommate who respects their need for quiet study time and values a clean living space."
User9133,23,Other,Ahmedabad,Eggetarian,Night owl,Very Clean,No,"Focused student, prefers early mornings and chai",Enjoys shared meals and group chats,"🏠 Preferred Accommodation:
User9133 is looking for a clean and organized living space with a focus on studying and relaxation. They prefer a quiet environment for studying and sleeping.

💼 Occupation:
User9133 is currently a student pursuing their degree in a specific field. They are dedicated to their studies and prioritize academic success.

👫 Roommate Preferences:
User9133 is seeking a roommate who is friendly, respectful, and enjoys socializing over shared meals and group chats. They value communication and mutual respect in a living situation."
User2934,18,Female,Lucknow,Non-Vegetarian,Flexible,Very Clean,No,"Enjoys movies, keeps shared areas clean","Friendly, okay with music, respects privacy","🏡 Housing Preferences:
- Location: Lucknow
- Budget: Flexible
- Housing Type: Apartment or shared accommodation
- Preferred Roommate Gender: No preference

📚 Academic Background:
- Currently pursuing a Bachelor's degree in a field related to Arts or Humanities

💼 Work Experience:
- Limited work experience, possibly part-time or internship roles

🎯 Interests & Hobbies:
- Watching movies
- Listening to music
- Keeping shared areas clean
- Possibly interested in art or creative activities

🌟 Personal Strengths:
- Friendly and easy to get along with
- Respectful of privacy
- Organized and clean

🌟 Preferences in a Roommate:
- Friendly and sociable
- Okay with music being played in the living space
- Respectful of privacy and personal space

Overall, User2934 seems like a responsible and considerate individual looking for a roommate who shares similar values and interests."
User9128,25,Other,Pune,Vegetarian,Night owl,Messy,Yes,"Late night gamer, loves anime and group activities","Clean and organized, no frequent guests",Their ideal roommate would likely be someone who respects their late-night gaming habits and enjoys watching anime together. They would also prefer someone who is not bothered by their messy habits and can coexist in a shared living space without any issues.
User5179,19,Other,Mumbai,Vegetarian,Flexible,Messy,Yes,"Introverted, enjoys quiet time, loves reading novels","Quiet, non-smoker, prefers early mornings","Overall, this student is a quiet and introverted individual who values their alone time and enjoys reading. They are seeking a roommate who shares similar preferences for a peaceful living environment and early mornings. Their messy cleanliness level may be something to consider when sharing living spaces."
User5006,18,Female,Pune,Non-Vegetarian,Early riser,Very Clean,Yes,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","They are currently pursuing a degree in Computer Science and enjoy coding in their free time. They are looking for a roommate who is respectful of their study habits and enjoys engaging in conversations and socializing. Additionally, they prefer a roommate who is open-minded and welcoming to visitors."
User4678,23,Male,Lucknow,Eggetarian,Night owl,Moderately Clean,Yes,"Enjoys movies, keeps shared areas clean","Non-smoker, introverted and cooperative","Their hobbies/interests include watching movies, reading books, and exploring new cafes in the city.  
They are currently studying for a degree in Computer Science and enjoy coding in their free time.  
In terms of living preferences, they prefer a quiet and peaceful environment to focus on their studies.  
Overall, they are looking for a roommate who is respectful, considerate, and easy to get along with."
User2956,26,Other,Delhi,Vegetarian,Early riser,Messy,Yes,"Spiritual, practices yoga, needs silence in mornings","Friendly, okay with music, respects privacy","🏠 Housing Preferences:

User2956 is looking for a shared accommodation in Delhi, preferably in a quiet and peaceful neighborhood. They prefer a furnished room with access to natural light and a comfortable work/study space. They value a clean and tidy living environment and would appreciate a roommate who shares similar preferences. 

💼 Profession:

User2956 is currently pursuing a degree in a spiritual field and is also working part-time. They value their studies and career aspirations and would prefer a roommate who is understanding and supportive of their academic and professional goals.

🌿 Interests:

User2956 enjoys practicing yoga, meditation, and spending time in nature. They appreciate a balanced and healthy lifestyle, including maintaining a vegetarian diet. They are also interested in exploring spiritual practices and connecting with like-minded individuals. 

👥 Social Preferences:

User2956 values meaningful connections and is looking for a roommate who is friendly and open-minded. They enjoy occasional music sessions and would appreciate a roommate who is okay with music playing in the shared space. Respect for privacy and personal space is important to them, and they are considerate of others' needs as well. 

Overall, User2956 is seeking a harmonious living arrangement where they can focus on their studies, maintain a healthy lifestyle, and cultivate positive relationships with their roommate."
User8620,22,Female,Pune,Vegetarian,Flexible,Moderately Clean,Yes,"Late night gamer, loves anime and group activities","Similar sleep schedule, respectful of boundaries","🏡 Their preferred living environment is: Quiet, organized, and with a good internet connection for gaming.

📅 Availability: They are looking to move in starting next month and are open to discussing potential living arrangements."
User5777,27,Female,Jaipur,Vegetarian,Night owl,Moderately Clean,Occasionally,"Chatty and helpful, often invites friends over","Similar sleep schedule, respectful of boundaries","Preferences for a roommate:
- Similar sleep schedule
- Respectful of boundaries

Key traits:
- Chatty and helpful
- Vegetarian diet
- Moderately clean

Habits:
- Occasional smoking and drinking
- Enjoys inviting friends over

Location:
- Jaipur

Age:
- 27 years old

Gender:
- Female"
User9954,21,Male,Delhi,Non-Vegetarian,Early riser,Very Clean,Occasionally,"Late night gamer, loves anime and group activities","Quiet, non-smoker, prefers early mornings","Their preferred living environment is: Clean, organized, and quiet.  
They are open to living with both male and female roommates.  
Their hobbies include gaming, watching anime, and participating in group activities.  
They are currently studying at a university in Delhi and are focused on their academics.  
Overall, they are looking for a roommate who shares similar interests and lifestyle preferences for a harmonious living situation."
User6488,18,Other,Lucknow,Eggetarian,Flexible,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Night owl, enjoys late-night discussions","🏡 Living Preferences:
- Preferred accommodation type: Shared apartment
- Budget: Flexible
- Duration of stay: Long-term

📚 Education:
- Currently enrolled in: Bachelor's degree program
- Field of study: Undeclared

💼 Work:
- Employment status: Part-time job
- Industry: Retail

🌟 Interests:
- Hobbies: Cooking, listening to music
- Interests: Exploring new cuisines, watching movies

🧳 Travel:
- Travel frequency: Occasionally
- Dream travel destination: Japan

🐾 Pets:
- Pet preferences: No preference
- Willingness to live with pets: Yes, if well-behaved

💬 Communication Style:
- Communication preferences: Open and direct
- Conflict resolution style: Calm and rational

🤝 Relationship Expectations:
- Expectations from a roommate: Respect for personal space, cleanliness, and good communication
- Preferred roommate qualities: Responsible, friendly, and open-minded.

🔑 Additional Information:
- Additional preferences: Non-smoker, shared household chores, and occasional social activities with roommates."
User4902,24,Female,Delhi,Vegetarian,Flexible,Moderately Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries","🏡 Housing Preferences:  
- Location: Delhi  
- Budget: Flexible  
- Housing type: Apartment or shared house  
- Preferred amenities: High-speed internet, laundry facilities  

📅 Availability:  
- Looking to move in by: Next month  
- Length of stay: Long-term  

🤝 Roommate Preferences:  
- Age range: 20-30 years old  
- Gender: Any  
- Cleanliness level: Moderately Clean  
- Smoking/Drinking habits: No smoking, social drinking is fine  
- Personality traits: Respectful, quiet, enjoys reading  

🌟 About Me:  
I am a quiet and introverted individual who enjoys spending time reading novels. I am respectful of others' boundaries and am looking for a roommate who shares similar values. I follow a vegetarian diet and have a flexible sleep routine. I am looking for a roommate who is considerate and easy-going. If you think we would be a good match, feel free to reach out!"
User9515,24,Other,Pune,Non-Vegetarian,Flexible,Very Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions","🏠 Preferred Accommodation:
User9515 is looking for a shared apartment in Pune, preferably in a lively and social neighborhood with easy access to late-night activities and entertainment options. They value cleanliness and a comfortable living space.

💼 Occupation:
User9515 is a student pursuing their studies in Pune. They may also be working part-time or involved in extracurricular activities. They value a balance between their academic or professional commitments and their social life.

🌟 Interests:
User9515 enjoys socializing with friends, watching cricket matches late at night, and engaging in stimulating discussions. They may also have interests in music, movies, or outdoor activities. They value a roommate who shares similar interests and is open to late-night activities.

🔍 Preferences:
User9515 is looking for a roommate who is a night owl and enjoys late-night discussions. They prefer someone who is sociable, considerate, and maintains a clean living space. Compatibility in terms of lifestyle, interests, and habits is important to create a harmonious living environment."
User3187,28,Female,Mumbai,Eggetarian,Flexible,Very Clean,No,"Focused student, prefers early mornings and chai","Similar sleep schedule, respectful of boundaries","🏡 Housing Preferences:

User3187 is looking for a private room in a shared apartment in Mumbai, preferably in a quiet and safe neighborhood. They are open to living with roommates who share similar lifestyle preferences and values cleanliness and respect for personal space.

📅 Availability:

User3187 is looking to move in by the end of the month and is open to signing a long-term lease.

💰 Budget:

User3187 is willing to split rent and utilities evenly with their roommate and is looking for a room within a reasonable budget for Mumbai standards.

📞 Contact:

If you think you would be a good match for User3187 as a roommate, please reach out to them to discuss further details and potentially arrange a viewing of the apartment."
User5778,22,Female,Lucknow,Eggetarian,Flexible,Moderately Clean,No,"Chatty and helpful, often invites friends over",Enjoys shared meals and group chats,"🏡 Preferred Living Arrangement:
- Looking for a roommate in Lucknow who is open to shared meals and group chats.
- Ideally, someone who is friendly, outgoing, and enjoys socializing.
- Cleanliness is important, but a moderate level of cleanliness is acceptable.

💼 Occupation:
- Currently studying at a university in Lucknow.
- May be open to part-time work or internships.

🌱 Hobbies & Interests:
- Enjoys cooking and trying out new recipes.
- Interested in music, movies, and outdoor activities.
- Enjoys spending time with friends and exploring new places.

🐾 Pet Friendly:
- Open to living with pets, as long as they are well-behaved and clean.
- Enjoys the company of animals and may even consider getting a pet in the future.

🔒 Security Preferences:
- Values safety and security in the living environment.
- Prefers a roommate who is respectful of personal boundaries and belongings.

📅 Availability:
- Looking for a roommate to move in within the next month.
- Flexible with move-in dates and lease terms.
- Open to discussing preferences and requirements with potential roommates."
User4827,19,Male,Bangalore,Eggetarian,Early riser,Very Clean,Yes,"Focused student, prefers early mornings and chai","Minimalist, prefers clean and peaceful room",They are currently pursuing a degree in Computer Science and have a passion for coding and technology. They are looking for a roommate who shares similar interests and values a quiet and tidy living environment.
User8635,23,Female,Mumbai,Eggetarian,Night owl,Very Clean,No,"Minimalist, avoids clutter, prefers peaceful environment","Minimalist, prefers clean and peaceful room","Their hobbies/interests include reading, painting, and yoga. They are a graduate student studying psychology.

They are looking for a roommate who is respectful of personal space, quiet, and shares similar cleanliness habits. They value open communication and a harmonious living environment."
User5341,19,Male,Bangalore,Eggetarian,Night owl,Messy,Occasionally,"Enjoys movies, keeps shared areas clean","Quiet, non-smoker, prefers early mornings","🏡 Preferred Accommodation:
- Location: Bangalore
- Type: Apartment/Flat
- Budget: Flexible

💼 Occupation:
- Currently studying at a local college/university

🌟 Interests:
- Movies
- Music
- Gaming

🧳 Hobbies:
- Traveling
- Photography

👥 Roommate Preferences:
- Quiet and respectful
- Non-smoker
- Preferably early riser

🔒 Important Preferences:
- Safety and security of the accommodation
- Good internet connectivity
- Access to public transportation

📅 Move-in Date:
- Flexible, depending on availability and agreement

📧 Contact:
- Reach out to User5341 for further discussions and potential room-sharing opportunities."
User4522,23,Male,Mumbai,Eggetarian,Early riser,Moderately Clean,No,"Studies long hours, needs cooperative environment","Quiet, non-smoker, prefers early mornings","Overall, User4522 seems to be a studious and disciplined individual who values a clean and cooperative living environment. They are looking for a roommate who shares similar habits and preferences to ensure a harmonious living situation."
User5896,22,Male,Delhi,Non-Vegetarian,Night owl,Messy,Occasionally,"Studies long hours, needs cooperative environment","Similar sleep schedule, respectful of boundaries","Their hobbies/interests include: Reading, gaming, watching movies, and exploring new places.  
They are currently pursuing a degree in Computer Science and are passionate about technology and programming.

In terms of living preferences, they prefer a quiet and peaceful environment for studying and relaxing. They are open to occasional social gatherings but value their personal space and privacy."
User2551,25,Male,Bangalore,Vegetarian,Early riser,Very Clean,Yes,"Focused student, prefers early mornings and chai","Similar sleep schedule, respectful of boundaries","Their hobbies/interests include: Reading, writing, yoga, and exploring new cafes.

They are currently pursuing their Master's degree in Computer Science and are looking for a quiet and studious environment to focus on their studies.

They are open to sharing a living space with a roommate who is also a student or a working professional, as long as they are considerate and respectful of each other's space and boundaries."
User7563,23,Other,Mumbai,Eggetarian,Flexible,Moderately Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Friendly, okay with music, respects privacy","Their ideal roommate should be someone who is friendly and respectful of their privacy, as well as okay with music. They would likely appreciate someone who shares their love for quiet time and reading novels."
User4239,28,Female,Bangalore,Vegetarian,Night owl,Very Clean,Yes,"Chatty and helpful, often invites friends over","Quiet, non-smoker, prefers early mornings","Their hobbies include reading, painting, and cooking.  
They are currently pursuing a Master's degree in Psychology.  
They are looking for a roommate who is respectful of their study time and space, and who values a clean and organized living environment."
User3752,27,Female,Lucknow,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Spiritual, practices yoga, needs silence in mornings","Clean and organized, no frequent guests","Overall, User3752 is a health-conscious individual who values cleanliness, peace, and a healthy lifestyle. They are seeking a roommate who shares similar values and habits to ensure a harmonious living environment."
User6799,21,Male,Chennai,Non-Vegetarian,Night owl,Very Clean,Yes,"Enjoys movies, keeps shared areas clean","Studious, respects space, loves cricket","Their hobbies/interests include: Watching movies, playing cricket, reading books.

They are currently studying: Engineering at a local university.

In terms of living preferences, they prefer: A quiet and peaceful environment for studying, a clean and organized living space, and a roommate who is considerate and respectful of each other's space. 

Overall, they are looking for a roommate who shares similar interests and values in maintaining a harmonious living environment."
User5026,28,Female,Kolkata,Non-Vegetarian,Flexible,Moderately Clean,Yes,"Extroverted, loves socializing, watches late-night IPL",Enjoys shared meals and group chats,"Their hobbies include: Cooking, watching movies, reading books, and exploring new restaurants.

🏠 Preferred living arrangements: A cozy apartment with a spacious kitchen and living room for hosting get-togethers. 

💼 Occupation: Working as a Marketing Executive in a multinational company.

🌟 Fun fact: They have a pet cat named Luna who loves to cuddle and play fetch."
User7275,20,Female,Hyderabad,Eggetarian,Flexible,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Quiet, non-smoker, prefers early mornings","🏠 Housing Preferences:
- Location: Hyderabad
- Budget: Flexible
- Roommate Gender: Female
- Roommate Age: 18-25
- Roommate Diet: Flexible
- Roommate Cleanliness: Very Clean
- Roommate Smoking/Drinking: Non-smoker, occasional drinker
- Roommate Personality: Quiet, cooperative, prefers early mornings

📅 Availability:
- Move-in Date: Flexible
- Lease Duration: 6 months to 1 year

If you think you'd be a good match for User7275, feel free to reach out to discuss further details and see if you'd make good roommates!"
User7266,23,Female,Ahmedabad,Non-Vegetarian,Night owl,Messy,Occasionally,"Late night gamer, loves anime and group activities","Open-minded, talkative, doesn't mind visitors","🏠 Preferred Living Arrangement:
User7266 is looking for a shared accommodation in Ahmedabad with a rent budget of Rs. 8000-10000 per month. They prefer a furnished room with access to a kitchen and laundry facilities.

📅 Availability:
They are looking to move in by the end of the month and are open to a flexible lease term.

👫 Roommate Preferences:
User7266 is open to living with both male and female roommates. They are looking for someone who is friendly, open-minded, and enjoys socializing. They are also okay with occasional visitors and late-night activities.

📧 Contact:
If you think you'd be a good match for User7266 or have a room available that fits their preferences, feel free to reach out to them via their profile."
User5430,20,Male,Pune,Eggetarian,Early riser,Very Clean,No,"Introverted, enjoys quiet time, loves reading novels","Minimalist, prefers clean and peaceful room",They are currently studying Computer Science and enjoy coding and programming in their free time. They are looking for a roommate who is also a student and respects their need for quiet study time. They are open to sharing chores and responsibilities to maintain a clean and peaceful living environment.
User9674,23,Other,Hyderabad,Vegetarian,Early riser,Very Clean,Occasionally,"Loves cooking, listens to music while studying",Enjoys shared meals and group chats,"🏠 Preferred Roommate Traits:
- Enjoys shared meals and cooking together
- Values cleanliness and tidiness
- Enjoys listening to music while studying or working
- Open to having group chats and hanging out together 
- Non-smoker preferred, but occasional smoking is okay 
- Respectful of each other's privacy and personal space"
User9743,18,Male,Jaipur,Non-Vegetarian,Night owl,Very Clean,Yes,"Loves cooking, listens to music while studying","Studious, respects space, loves cricket","User9743 is a responsible and tidy student who enjoys cooking and listening to music while studying. They have a preference for a roommate who is studious, respects personal space, and shares their love for cricket. Additionally, they follow a non-vegetarian diet and have a night owl sleep routine. They also smoke or drink."
User6210,23,Other,Delhi,Eggetarian,Flexible,Moderately Clean,Occasionally,"Enjoys movies, keeps shared areas clean","Clean and organized, no frequent guests",They prefer a roommate who is respectful of their space and belongings.
User4084,25,Other,Chennai,Vegetarian,Night owl,Very Clean,Yes,"Introverted, enjoys quiet time, loves reading novels","Similar sleep schedule, respectful of boundaries","Their hobbies and interests include reading, watching movies, and exploring new cafes and restaurants. They are a quiet and respectful individual who values their personal space and privacy. They are looking for a roommate who shares similar values and habits, particularly when it comes to sleep schedules and respecting boundaries."
User4584,18,Other,Kolkata,Vegetarian,Night owl,Messy,Yes,"Focused student, prefers early mornings and chai","Non-smoker, introverted and cooperative","🏠 Housing Preferences:
- Location: Kolkata
- Type of accommodation: Shared apartment or flat
- Budget: Moderate

📅 Availability:
- Start date: Flexible
- Duration: Long-term

📌 Additional Information:
- Preferences for study-friendly environment
- Open to occasional social interactions but values personal space
- Enjoys exploring new places and trying different cuisines"
User3907,23,Male,Delhi,Vegetarian,Flexible,Messy,Yes,"Extroverted, loves socializing, watches late-night IPL","Night owl, enjoys late-night discussions","🏠 Location Preference: Delhi, India

💼 Occupation: Student

🌿 Lifestyle: Vegetarian, enjoys socializing and watching sports

🍹 Drinking/Smoking: Yes

🌙 Sleep Routine: Flexible

🧼 Cleanliness: Messy

👥 Roommate Preferences: Night owl, enjoys late-night discussions

🔍 Additional Info: Enjoys watching late-night IPL games"
User6978,19,Female,Lucknow,Eggetarian,Early riser,Moderately Clean,No,"Late night gamer, loves anime and group activities","Clean and organized, no frequent guests","🏠 They are looking for a roommate in Lucknow, preferably in the Gomti Nagar area. 

💰 Their budget for rent is around Rs. 10,000 per month. 

📅 They are looking to move in by the end of the month. 

🐶 They are open to living with pets, as long as they are well-behaved and kept clean. 

📚 They are a student studying computer science and prefer a quiet environment for studying. 

📲 If you think you would be a good match as a roommate for User6978, feel free to message them to discuss further details and see if you would be a good fit!"
User3580,24,Other,Kolkata,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Studious, respects space, loves cricket","Overall, User3580 is a dedicated student who values cleanliness and a cooperative environment. They are looking for a roommate who shares similar values, is studious, respects personal space, and enjoys cricket."
User6846,21,Other,Jaipur,Vegetarian,Night owl,Moderately Clean,Occasionally,"Minimalist, avoids clutter, prefers peaceful environment","Clean and organized, no frequent guests","Overall, User6846 is a young adult who values cleanliness, simplicity, and a peaceful living environment. They are seeking a roommate who shares similar values and habits to ensure a harmonious living situation."
User3911,18,Other,Jaipur,Non-Vegetarian,Flexible,Very Clean,Yes,"Enjoys movies, keeps shared areas clean","Non-smoker, introverted and cooperative","Their hobbies/interests include watching movies, reading, and exploring new places. They are a friendly and respectful individual who values open communication and mutual respect in a shared living environment. If you are a non-smoker, introverted, and cooperative individual looking for a roommate who is clean, consider User3911 as a potential roommate match."
User4619,28,Other,Mumbai,Non-Vegetarian,Early riser,Moderately Clean,Occasionally,"Extroverted, loves socializing, watches late-night IPL","Similar sleep schedule, respectful of boundaries","Their hobbies and interests include: Watching movies, exploring new restaurants, playing sports.  
They are currently studying: Business Management at a local university.  
In their free time, they enjoy: Hanging out with friends, going for walks in the park, trying out new recipes.  

Overall, User4619 seems like a sociable and outgoing individual who values a good balance between social activities and personal time. They are looking for a roommate who shares similar values and respects their boundaries."
User6682,23,Male,Mumbai,Eggetarian,Flexible,Messy,Occasionally,"Late night gamer, loves anime and group activities","Minimalist, prefers clean and peaceful room","Their hobbies and interests include gaming, watching anime, and participating in group activities. They are looking for a roommate who values cleanliness and a peaceful living environment."
User1186,22,Male,Hyderabad,Eggetarian,Early riser,Moderately Clean,No,"Extroverted, loves socializing, watches late-night IPL","Quiet, non-smoker, prefers early mornings","🏠 Preferred Accommodation:
They are looking for a shared accommodation in Hyderabad, preferably in a quiet and clean neighborhood with good access to public transportation. 

💼 Occupation:
User1186 is a student pursuing their undergraduate degree in Computer Science.

🌟 Interests:
In their free time, they enjoy playing video games, watching movies, and going out with friends. They also have a passion for coding and exploring new technologies. 

🚗 Transportation:
They do not own a vehicle and rely on public transportation or ride-sharing services for commuting. 

💵 Budget:
Their budget for accommodation is around Rs. 10,000 - Rs. 15,000 per month, inclusive of utilities. 

📅 Availability:
They are looking to move in by the end of this month and are open to discussing any potential roommate arrangements. 

If you think you would be a good match for User1186 as a roommate, feel free to reach out to them for further discussions!"
User1788,24,Female,Lucknow,Vegetarian,Night owl,Moderately Clean,No,"Late night gamer, loves anime and group activities","Night owl, enjoys late-night discussions","🏠 Preferred Accommodation: A quiet and cozy apartment with good internet connection for gaming and streaming anime. 

📅 Move-in Date: Flexible, as long as it aligns with their school schedule.

💰 Budget: They are looking for a roommate to split costs, so budget-friendly options are preferred.

📍 Location Preference: Somewhere close to public transportation and amenities for convenience.

🌟 Additional Preferences: They would prefer a roommate who is respectful of their late-night activities and is open to occasional group gaming sessions. A fellow anime lover would be a bonus!"
User7149,19,Female,Jaipur,Eggetarian,Flexible,Very Clean,Yes,"Chatty and helpful, often invites friends over","Friendly, okay with music, respects privacy","🏡 Preferred Roommate Traits:
- Friendly and sociable
- Respectful of personal space and privacy
- Okay with listening to music
- Clean and tidy
- Open to occasional gatherings with friends

🚭🍷 Smoking and Drinking Habits:
- User7149 smokes and drinks occasionally. They would prefer a roommate who is okay with this.

🍽️ Diet:
- User7149 follows an Eggetarian diet, so they may prefer a roommate who is open to this dietary preference.

💤 Sleep Routine:
- User7149 has a flexible sleep routine, so they may appreciate a roommate who is understanding of their varying sleep patterns.

🧹 Cleanliness Level:
- User7149 describes themselves as ""Very Clean"", so they may prefer a roommate who values cleanliness and tidiness in shared living spaces."
User1547,22,Male,Pune,Non-Vegetarian,Early riser,Very Clean,No,"Focused student, prefers early mornings and chai","Open-minded, talkative, doesn't mind visitors","Their preferred living environment is: Clean, organized, and quiet.

User1547 is currently studying computer science and enjoys spending time coding and working on projects. They are looking for a roommate who is respectful of their space and belongings, but also enjoys engaging in conversations and socializing. They value a clean and peaceful living environment to focus on their studies and personal growth.  

If you think you would be a good match for User1547, feel free to reach out to them for further discussion and potential living arrangements."
User3636,19,Other,Mumbai,Non-Vegetarian,Flexible,Messy,No,"Introverted, enjoys quiet time, loves reading novels","Open-minded, talkative, doesn't mind visitors","🏠 Housing Preferences:

User3636 is looking for a shared accommodation in Mumbai with a rent budget of ₹10,000 - ₹15,000 per month.  
They prefer a furnished room with basic amenities like Wi-Fi and laundry facilities.  
They would like a roommate who is respectful of their personal space and belongings.  
User3636 is open to living with any gender and does not have any specific housing preferences."
User3703,27,Female,Bangalore,Vegetarian,Early riser,Moderately Clean,Yes,"Loves cooking, listens to music while studying","Open-minded, talkative, doesn't mind visitors","🏠 Preferred Accommodation:

User3703 is looking for a shared apartment in Bangalore, preferably in a safe and quiet neighborhood with easy access to public transportation. They are open to sharing a room or having separate rooms with a friendly and responsible roommate.

💰 Budget:

Their budget for accommodation is around INR 10,000 - 15,000 per month, including utilities. They are open to discussing and negotiating the rent with potential roommates to find a suitable arrangement.

📅 Move-in Date:

User3703 is looking to move in by the end of the month and is flexible with the move-in date. They prefer a long-term accommodation arrangement but are open to discussing shorter-term options as well.

📞 Contact:

If you are an open-minded and talkative individual looking for a roommate in Bangalore, and if you think you would be a good match for User3703, please reach out to them via their profile to discuss further details and possibly arrange a meeting to see if you would be a good fit as roommates."
User9849,22,Other,Chennai,Non-Vegetarian,Early riser,Very Clean,Yes,"Spiritual, practices yoga, needs silence in mornings","Studious, respects space, loves cricket","🏠 Preferred Accommodation:

User9849 is looking for a shared accommodation in Chennai with a studious roommate who respects personal space and shares a love for cricket. They prefer a clean and quiet living environment conducive to their morning routines and spiritual practices."
User9043,20,Male,Pune,Vegetarian,Night owl,Very Clean,No,"Enjoys movies, keeps shared areas clean","Minimalist, prefers clean and peaceful room","Their interests include watching movies, reading books, and exploring new places. They are studying computer science at a local university and are passionate about technology and programming.

User9043 is looking for a roommate who shares similar values of cleanliness, peace, and minimalism. They value a quiet and tidy living space and hope to find a roommate who respects these preferences. They are open to sharing meals and common areas but also appreciate personal space and privacy.

Overall, User9043 is a responsible and easy-going individual looking for a compatible roommate to share their living space with."
User4271,19,Male,Hyderabad,Vegetarian,Flexible,Moderately Clean,Yes,"Chatty and helpful, often invites friends over","Friendly, okay with music, respects privacy","🏠 Preferred Living Arrangement:
User4271 is looking for a roommate who is friendly and okay with music, as they enjoy having friends over. They value privacy and are looking for someone who respects that. 

🍽️ Food Preferences:
As a vegetarian, User4271 follows a vegetarian diet and would prefer a roommate who is open to cooking and sharing vegetarian meals together.

😴 Sleep Routine:
User4271 has a flexible sleep routine, so they are looking for a roommate who is understanding of their sleeping patterns and can accommodate their schedule.

🧼 Cleanliness Level:
Described as moderately clean, User4271 values a clean living space and is looking for a roommate who shares a similar level of cleanliness to maintain a comfortable living environment.

🚭🍸 Smoking/Drinking Habits:
User4271 smokes and drinks, so they are looking for a roommate who is comfortable with these habits or shares similar habits.

Overall, User4271 is seeking a friendly and understanding roommate who can respect their lifestyle choices and preferences to create a harmonious living arrangement."
User6052,24,Female,Kolkata,Eggetarian,Night owl,Very Clean,Occasionally,"Studies long hours, needs cooperative environment","Open-minded, talkative, doesn't mind visitors","Their hobbies and interests include reading, painting, and watching movies. They are also interested in exploring new places and trying out different cuisines. 

Overall, User6052 seems like a responsible and sociable individual who values a harmonious living environment."
User4029,23,Female,Pune,Vegetarian,Night owl,Very Clean,No,"Chatty and helpful, often invites friends over","Minimalist, prefers clean and peaceful room","Their hobbies include reading, painting, and cooking.  
They are studying Psychology at a local university.  
They are looking for a roommate who is respectful, responsible, and easy-going.  
They are open to living with someone of any gender."
